Proposition,Nom d&apos;auteur,Âge,Département,Nb de votes,% pour,% contre,% neutre,theme,cluster_id
Il faut arrêter de faire autant d&apos;enfants max 2/foyer pour éviter le surpeuplement de la Terre et mieux les éduquer surtout les ados (14-18),Karine,,,306,0.345,0.424,0.231,Environmental Protection,8
Il faut rendre obligatoire la stérilisation des animaux familiers,Edwige,23.0,62.0,310,0.435,0.327,0.238,Environmental Protection,8
Il faut demander une autorisation pour couper arbres et haies.,Isabelle,65.0,88.0,302,0.443,0.343,0.214,Biomass and Forest Management,2
Il faut éliminer définitivement les produits de traitement pur les particuliers et qu&apos;ils soient limités uniquement aux secteurs agricoles,régis,53.0,,306,0.447,0.338,0.214,Pesticide Reduction,11
Il faut arrêter l&apos;exploitation animale et donc la consommation de viande et sous produit animaux,Rose,,,308,0.321,0.507,0.172,Animal Welfare,0
Il faut que les personnes qui contrôlent soient des personnes sensibles à la biodiversité et non des pro-chasseurs,Véronique,63.0,84.0,311,0.574,0.283,0.142,Conservation of Biodiversity,5
"Il faut arrêter d&apos;organiser des JO, voraces en énergie et finances, et saccageurs de biodiversité",Simon,,,303,0.435,0.325,0.24,Climate Change Mitigation,4
Il faut protéger la chasse et l’inscrire en tant qu’activité essentielle pour la protection de la biodiversité.,Martin,24.0,,320,0.297,0.544,0.159,Conservation of Biodiversity,5
Il faut supprimer la chasse et la pêche.,Mary-line,,,302,0.326,0.419,0.255,Animal Welfare,0
"Il faut obliger les gens qui ont un chat a le garder chez eux : il y en a marre des destructions de nids, etc. :c&apos;est une plaie nationale !",jean-marie,64.0,79.0,298,0.357,0.388,0.255,Animal Welfare,0
Il faut imposer une limite de déplacements en avion/ personne,Laurence,62.0,56.0,305,0.395,0.353,0.253,Sustainable Transportation,15
Il faut réserver la chasse aux espèces dégradant les écosystèmes par leur surabondance,Corentin,20.0,,318,0.478,0.351,0.171,Conservation of Biodiversity,5
"Il faut arrêter les coupes rases, les centrales à bois, le chauffage au bois, les centrales solaires en pleine nature.",Daniel,67.0,92.0,302,0.361,0.382,0.257,Environmental Protection,8
Il faut imposer l&apos;installation de toilettes sèches dans les nouveaux immeubles résidentiels permettant leur collecte et valorisation.,Ju,42.0,,303,0.391,0.374,0.235,Waste Reduction and Recycling,18
"Il faut interdire la privatisation de l&apos;eau, interdire les mega bassines et autres projets qui perturbent le cycle de l&apos;eau.",Morgane,32.0,63.0,310,0.576,0.272,0.152,Water Conservation,19
Il faut construire de nouvelles centrales nucléaires.,Arthur,27.0,,304,0.347,0.386,0.267,Environmental Protection,8
"Il faut instaurer un ""passeport"" touristique local avec visa afin de limiter l&apos;impact du tourisme de masse même pour les habitants du pays.",Blandine,47.0,,303,0.368,0.371,0.261,Ecotourism and Responsible Travel,7
Il faut créer une journée obligatoire (par an ?) pour chaque citoyen dans les champs afin d´aider les agriculteurs a faire du bio,Josette,33.0,,304,0.351,0.357,0.292,Sustainable Agriculture,14
Il faut installer des cabanes couvertes pour les animaux errants afin qu’ils puissent être en sécurité lors d’averses ou de fortes chaleurs,Delphine,23.0,71.0,307,0.435,0.319,0.246,Animal Welfare,0
"Il faut végétaliser massivement l&apos;alimentation car les produits animaux nécessitent beaucoup de terres, d&apos;eau et sont sources de pollution",stephane,,,308,0.518,0.293,0.189,Sustainable Agriculture,14
Il faut surtaxer les produits qui ne sont pas de première nécessité,Roselyne,,,305,0.388,0.359,0.253,Waste Reduction and Recycling,18
"Il faut arrêter toute subvention et soutien aux éoliennes qui sont destructrices de biodiversité, de leur construction à leur exploitation",Suze,31.0,,307,0.379,0.314,0.307,Conservation of Biodiversity,5
Il faut que l&apos;humanité comprenne que se reproduire n&apos;est pas un droit : la planète et ses habitants non humains meurent de notre surnombre.,Meryl,47.0,,304,0.422,0.315,0.263,Environmental Protection,8
Il faut donner des bonus à ceux sui n&apos;utilisent pas de voiture.,Flore,,,304,0.357,0.37,0.273,Sustainable Transportation,15
Il ne faut pas interdire la chasse mais celle qui sert a rien (pour le plaisir par exemple),Lorenza,13.0,,308,0.359,0.433,0.208,Animal Welfare,0
"Il faut que chacun adopte une alimentation végéta*ienne, moins émettrice de GES et adopte des modes de déplacements moins polluants.",Dom,67.0,38.0,298,0.379,0.344,0.277,Environmental Protection,8
Il faut redonner l&apos;espace aux espèces telles que le loup (les bergers doivent faire leur travail au lieu de laisser les troupeaux seuls),Blandine,47.0,,320,0.572,0.295,0.133,Conservation of Biodiversity,5
"Il faut brider tous les véhicules à la vitesse maximale en France, 130km/h.",JR,40.0,42.0,302,0.458,0.348,0.194,Environmental Protection,8
Il faut encourager toutes les entreprises à proposer des plats végétariens tous les midis dans leur cantine,Ségolène,30.0,44.0,307,0.522,0.279,0.199,Sustainable Agriculture,14
"Il faut limiter la croissance infinie des populations. Nous sommes trop, c&apos;est un non sens d&apos;avoir + de 3 enfants de nos jours par couple.",Prune,29.0,974.0,304,0.415,0.312,0.273,Environmental Protection,8
Il faut que l&apos;Etat augmente les subventions de la LPO pour permettre l&apos;ouverture de centres de soins de proximité,Thomas,32.0,,309,0.561,0.27,0.169,Animal Welfare,0
"Il faut subventionner les gens qui marchent, les gens à vélo, les gens en train et taxer graduellement les motorisés jusqu&apos;aux avions",Gaby,51.0,33.0,302,0.455,0.325,0.221,Sustainable Transportation,15
Il faut développer les bassines qui récupèrent les surplus des eaux pluviales pour l&apos;arrosage des cultures,Michel,65.0,2.0,312,0.532,0.3,0.168,Environmental Protection,8
Il faut savoir déplacer des lieux propices à la biodiversité pour la protéger sans faire obstacle à des projets d’utilité publique.,Robert,70.0,81.0,304,0.387,0.423,0.189,Conservation of Biodiversity,5
"Il faut arrêter la mode de mettre des clôtures autour de chaque maison, ça protège en rien contre les voleurs et nuit à la faune",sebastien,53.0,,314,0.401,0.33,0.269,Environmental Protection,8
Il faut arrêter de stigmatiser les paysans sur les résidus issus de la dégradation du glyphosate alors qu&apos;ils viennent des lessives,Michel,65.0,2.0,312,0.388,0.299,0.313,Sustainable Agriculture,14
"Il faut laisser la régulation animale aux professionnels (rangers, gardes forestiers, vétérinaires, etc.) et non aux chasseurs, particuliers",Anne-Laure,31.0,,307,0.563,0.29,0.147,Animal Welfare,0
Il faut instaurer une déclaration annuelle de l’empreinte carbone par foyer afin de les responsabiliser et d’introduire une taxe carbone,Simon,67.0,78.0,301,0.357,0.486,0.157,Climate Change Mitigation,4
Il faut faire payer une taxe aux personnes qui utilisent un climatiseur l&apos;été,Anne-Claude,63.0,7.0,296,0.342,0.367,0.29,Climate Change Mitigation,4
"Il faut passer à une alimentation végétale et ne plus utiliser de produits animaux (cosmétiques, vêtements, etc.)",Marion,33.0,,308,0.339,0.44,0.22,Sustainable Agriculture,14
"Il faut supprimer la chasse amateur, la remplacer par une chasse professionnelle afin de réguler dans le respect de la biodiversité.",Pascale,65.0,6.0,300,0.445,0.337,0.217,Animal Welfare,0
Il faut une lois ambitieuse qui interdit totalement l&apos;abattage d&apos;arbre dans tout le pays.,ahmed,25.0,,298,0.324,0.428,0.249,Protected Areas and Nature Reserves,12
Il faut que les forêts publiques exploitées de manière industrielle par l&apos;ONF en coeur de Parc national soient laissées en libre évolution,Benoît,,,303,0.522,0.284,0.194,Biomass and Forest Management,2
Il faut interdire l&apos;élevage ovins et bovin au sein des zones coeurs de nos Parc nationaux.,Frederic,55.0,65.0,298,0.343,0.383,0.274,Protected Areas and Nature Reserves,12
"Il faut supprimer les feux d&apos;artifice et spectacles en plein ciel qui polluent, dérangent, stressent et détruisent la faune et la flore",Lu,62.0,,308,0.519,0.302,0.179,Conservation of Biodiversity,5
Il faut imposer 2 jours de service citoyen par an aux personnes en capacité de le faire pour des activités de maraîchage d&apos;espaces communs,claire,,,304,0.402,0.322,0.276,Sustainable Agriculture,14
Il faut que l&apos;état achète ou récupère du foncier (succession) pour créer des refuges de biodiversité.,Anseric,31.0,,302,0.562,0.287,0.151,Conservation of Biodiversity,5
"Il faut éviter de faire un drame lorsque un arbre est coupé, la nature reprend vite ses droits et les arbres repoussent touts seuls",Michel,65.0,2.0,314,0.348,0.484,0.168,Biomass and Forest Management,2
Il faut des chasseurs professionnels pour réguler les éventuels surnombre pour des chasses en semaine,Dominique,56.0,69.0,305,0.387,0.359,0.254,Environmental Protection,8
Il faut continuer de pratiquer la chasse pour réguler les espèces nuisibles et accroître les espèces en danger,Montaine,18.0,35.0,324,0.348,0.479,0.172,Animal Welfare,0
"Il faut maitriser les espèces déséquilibrant la biodiversité (corbeaux, pies, plantes invasives comme l&apos;herbe de la pampa ou le lierre)",Jean-Marc,64.0,33.0,305,0.421,0.329,0.25,Conservation of Biodiversity,5
"Il faut avoir au moins un plat végétalien au menu de chaque lieu public où l&apos;on mange (restaurant, école, hôpital, clubs sportifs, etc.)",Deev,,,304,0.589,0.28,0.131,Sustainable Agriculture,14
Il faut végétaliser l&apos;alimentation .Un hectare nourri 50 végétariens et seulement 2 carnistes.,Déborah,,,306,0.559,0.28,0.161,Sustainable Agriculture,14
"Il faut interdire les promenades avec chiens non tenus en laisse dans tout l’espace public, forêts, rives et grèves comprises",Jean Marc,70.0,38.0,298,0.398,0.325,0.277,Insect Protection,10
"Il faut arrêter de protéger à outrance les nuisibles à la biodiversité : rapaces, loups, renards, cormorans, hérons et... chats !",patrick,68.0,63.0,332,0.315,0.579,0.106,Conservation of Biodiversity,5
"Il faut interdire tous les véhicules de type particulier de plus de 100 cv, moto inclus. Et faire de même pour l&apos;électrique.",andré,45.0,,300,0.332,0.405,0.264,Environmental Protection,8
Il faut baisser partout la vitesse de 20km/h lors des canicules,Valérie,62.0,1.0,298,0.343,0.378,0.278,Sustainable Transportation,15
Il faut diversifier nos paysages agricoles en découpant les parcelles agricoles (max 5ha) et sanctuariser un maillage de 10% non cultivés.,Frédéric,46.0,,302,0.534,0.308,0.158,Conservation of Biodiversity,5
Il faut une sécurité sociale pour les animaux familiers pour encourager la stérilisation.,Edwige,23.0,62.0,302,0.365,0.34,0.295,Animal Welfare,0
"Il faut se servir du savoir faire des agriculteurs, chasseurs et pêcheurs pour maintenir à moindre coûts les espaces naturels.",Sacha,53.0,76.0,322,0.544,0.303,0.153,Sustainable Agriculture,14
"Il faut laisser beaucoup de zones en libre évolution, sans aucune intervention humaine (cf. le projet Animal Cross).",Clarisse,44.0,,310,0.596,0.279,0.125,Environmental Protection,8
Il faut contrôler via drone et satellite la surface artificialisée des propriétés privées et verbaliser si le PLU n&apos;est pas respecté,marie,60.0,,301,0.438,0.342,0.22,Environmental Protection,8
Il faut subventionner les commerçant-e-s ambulant-e-s qui travaillent en se déplaçant exclusivement avec des animaux de trait.,Marie-Claire,56.0,972.0,299,0.334,0.341,0.324,Animal Welfare,0
Il faut des cours de bio-diversité dès l&apos;école primaire (quitte à diminuer le français et les maths) : les enfants éduqueront les plus vieux,Vincent,59.0,,306,0.461,0.331,0.208,Environmental Protection,8
Il faut continuer à donner du budget aux parcs nationaux et acheter le plus de terrains possibles pour en créer de nouveaux.,Lodia,36.0,83.0,313,0.576,0.288,0.137,Protected Areas and Nature Reserves,12
"Il faut marginaliser au maximum le lobbying de la chasse envers les décideurs, la pratique de chasse et leur communication pseudo bucolique",Eric,37.0,,318,0.573,0.28,0.147,Animal Welfare,0
Il faut développer et améliorer les OGM pour limiter l&apos;utilisation des pesticides,Michel,65.0,2.0,312,0.345,0.478,0.177,Pesticide Reduction,11
"Il faut arrêter avec le ""chasse bashing"" alors que les chasseurs sont les principaux acteurs de la préservation de la biodiversité.",Jules,49.0,,322,0.301,0.569,0.13,Conservation of Biodiversity,5
Il faut rémunérer les citoyen.nes qui ramassent les déchets près de chez eux pour une dépollution participative et globale des écosystèmes.,Martin,30.0,38.0,312,0.413,0.341,0.246,Waste Reduction and Recycling,18
Il faut supprimer les zoos pour privilégier les espaces naturels et protéger.,Anaïs,,,304,0.347,0.383,0.27,Animal Welfare,0
Il faut interdire la chasse. Pour les sangliers: des battues sous contrôle communal. Leur nombre diminuera s&apos;ils ne sont plus nourris,Sophie,64.0,,300,0.542,0.291,0.168,Animal Welfare,0
"Il faut que la Spa soit le seul organisme étant habilité à vendre/ donner des animaux domestiques stérilisés, pucés, éviter trop d&apos;abandon.",bibi,50.0,,301,0.337,0.415,0.248,Animal Welfare,0
Il faut interdire les huttes de chasse !,Estelle,52.0,,320,0.555,0.26,0.185,Environmental Protection,8
Il faut interdire par de rudes sanctions la production de foie gras.,Mr Clare&apos;s poetry club for the lonely souls,51.0,,300,0.33,0.322,0.348,Animal Welfare,0
"Il faut réserver un pourcentage du territoire, terre et mer, inaccessible aux humains (sauf sécurité). Je propose 20%.",François,68.0,92.0,300,0.526,0.313,0.161,Environmental Protection,8
"Il faut cesser de penser que nos forêts ont besoin de nous pour être en bonne santé, elles s&apos;en sortent bien mieux sans nos interventions.",Michel,53.0,39.0,338,0.551,0.265,0.183,Biomass and Forest Management,2
Il faut réguler le loup destructeur d&apos;élevages,Michel,65.0,2.0,328,0.321,0.541,0.137,Animal Welfare,0
Il faut végétaliser notre alimentation !,Caroline,,,305,0.506,0.277,0.217,Sustainable Agriculture,14
Il faut faire payer 1 euros par habitant/ a. Un gain de 50 millions ~€ pour racheter des terrains industriels en friches et les naturaliser,sebastien,53.0,,317,0.504,0.319,0.177,Waste Reduction and Recycling,18
Il faut dresser une liste des restaurants qui servent des crustacés ébouillantés. Pour inciter à ne plus utiliser ce mode de cuisson.,Sarah,48.0,6.0,302,0.316,0.417,0.267,Environmental Protection,8
"Il faut une lutte contre la surpopulation avec des bonus/malus financiers, car elle est le phénomène qui détruit la biodiversité.",Yoann,33.0,68.0,304,0.387,0.319,0.294,Conservation of Biodiversity,5
Il faut arrêter la course aux progrès technologiques.,Antony,43.0,,302,0.354,0.336,0.31,Renewable Energy and Sustainable Development,13
Il faut limiter le nombre de naissance par couple à maximum 4 ou 5 enfants.,Lee,28.0,,300,0.354,0.412,0.233,Environmental Protection,8
Il faut créer un permis de détention pour animal domestique et en cas de non déclaration appliquer une amende,Dolores,56.0,25.0,305,0.401,0.326,0.273,Animal Welfare,0
Il faut relancer l’entretien des sous bois et utiliser rationnellement les bois morts au lieu les laisser pourrir.,Robert,70.0,81.0,303,0.468,0.355,0.177,Biomass and Forest Management,2
